text,toxic
"The highlight of the ""Mooch"" (Scara""Mooch"" i) interview is when he said he didn't take the job to ""suck my own &^%$!"" Makes one wonder, does it not, who's %$^% he is going to? 
Really, America, 40% of you still approve of the President? Forty-freakin'-percent of you? 
I'm afraid the opioid crisis is worse than reported.",1
I believe the hotel. It makes no sense that it would delay calling the police after one of its own employees as shot on the premises - the hotel would want ro make sure thatits guests and other employees were safe.,0
"Why don't the Liberals do something useful other than pander to an extreme left wing contingency with trinkets and trash.

Our economy is in decline and quality manufacturing jobs are leaving! But nope we need energy efficient toasters! It's foolishness that has led to Kathleen's demise! 

Truly I get people wanted change but this administration is akin to a university student council. 

Jobs people!! 

End the endless campaigning and get your act together, you look foolish.",1
"I thought that it was the losers who had to pay the reparations? 

Oh, wait.

Nevermind.",0
Bravo.  I plan to do the same this year.,0
Honolulu's sewer problem has been in violation for years.,0
"Police searched for hours for a suspected car thief's dog? I'm glad we've solved every crime in Eugene, so that copes feel they have the time to do this.",0
That little spider on your picture is really great. Made me stab at my screen.,0
"""Electronic devices in the hands of walkers were a factor in just 25 of 23,240 pedestrian deaths from 2010 through 2014.""

I get that this may be the most relevant recent data available, but I am not so sure its completely reliable. A lot has changed in mobile phone technology and usage since these numbers were collected. More devices in people's hands, wider and cheaper network coverage , further integration into people's daily lives...etc.  I'd like to see some more recent numbers and see how they compare.",0
The problem rural dwellers would face is invasion by refugees from the cities.  Thank goodness we all are well armed.,0
"No souls are being risked.  God loves us all equally; we need only trust in His care.  The admonition to be perfect as our heavenly Father is perfect requires us to love, since God's essence is love.  In the end we will be judged not on our obedience (or even our faith) but simply on our love.",0
"Why were ranked ballots the only option for him, and why didn't he state this clearly prior to the last election?

And why is he still not being honest now as to his real reason for scrapping electoral change?",0
"But what's the current scientific consensus on this topic? Danmore is saying there is  mainstream research evidence suggesting a biological basis for gender associated career preferences (on average over large populations). He is claiming  that this accounts for the over representation of men in tech, not that individual women applicants should be discriminated against.  Now shouldn't that claim be refuted? Another thought experiment: what if further studies published in high impact peer  reviewed journals come out supporting the hypothesis of biologically determined gender preferences/aptitudes ? What then?  Or should we just avoid studying these topics for fear of the results they may yield.",0
"This is very interesting and I think people are missing something here.
The cake baker didn't deny them service, he would sell them anything in the store.  He did; however, decline to use his god given (his belief) talent to decorate a wedding cake for a gay wedding which violates his religion (again, his belief).  You can't tell someone how to practice their faith or what the dictates of that religion are, but, you cannot discriminate in the state of Colorado based on sexual orientation.  This was settled with amendment 2 back in the 90's.

You have a state law saying you cannot discriminate based on sexual orientation vs the 1st amendment of the constitution.  Should be very interesting to read the decision.  Remember, the bill of rights is a negative law, this tells the government what is cannot do.  So the question is, can the state force an artist to create a work of art that conflicts with their beliefs.",0
